marker,LG,position,TIG,position,bp,Mbp,,,,LG
TIG006_1994971,LG4,87.5,TIG006,1994971,3702230,3.70223,,,,
TIG006_1995090,LG4,87.5,TIG006,1995090,3702349,3.702349,,,,
TIG006_2005374,LG4,87.5,TIG006,2005374,3712633,3.712633,,,,
TIG006_2005395,LG4,87.5,TIG006,2005395,3712654,3.712654,,,,
TIG006_2029346,LG4,87.5,TIG006,2029346,3736605,3.736605,,,,
TIG006_2029352,LG4,87.5,TIG006,2029352,3736611,3.736611,,,,
TIG006_2029578,LG4,87.5,TIG006,2029578,3736837,3.736837,,,,
TIG006_2044087,LG4,87.5,TIG006,2044087,3751346,3.751346,,,,
TIG006_2095957,LG4,87.5,TIG006,2095957,3803216,3.803216,,,,
TIG006_2096078,LG4,87.5,TIG006,2096078,3803337,3.803337,,,,
TIG006_2096282,LG4,87.5,TIG006,2096282,3803541,3.803541,,,,
TIG006_2120394,LG4,87.5,TIG006,2120394,3827653,3.827653,,,,
TIG006_2120428,LG4,87.5,TIG006,2120428,3827687,3.827687,,,,
TIG006_2203707,LG4,94.31818182,TIG006,2203707,3910966,3.910966,,,,
TIG006_2203711,LG4,95.45454545,TIG006,2203711,3910970,3.91097,,,,
TIG006_2203718,LG4,95.45454545,TIG006,2203718,3910977,3.910977,,,,
ENDOFTIG,LG4,NA,TIG006,0,3969078,3.969078,,,,
TIG009_184523,LG5_LG11,0,TIG009,184523,184523,0.184523,,,,
TIG009_206088,LG5_LG11,2.272727273,TIG009,206088,206088,0.206088,,,,
TIG009_214657,LG5_LG11,2.272727273,TIG009,214657,214657,0.214657,,,,
TIG009_214669,LG5_LG11,2.272727273,TIG009,214669,214669,0.214669,,,,
TIG009_214693,LG5_LG11,2.272727273,TIG009,214693,214693,0.214693,,,,
TIG009_214700,LG5_LG11,2.272727273,TIG009,214700,214700,0.2147,,,,
TIG009_214741,LG5_LG11,2.272727273,TIG009,214741,214741,0.214741,,,,
TIG009_214774,LG5_LG11,2.272727273,TIG009,214774,214774,0.214774,,,,
TIG009_214814,LG5_LG11,2.272727273,TIG009,214814,214814,0.214814,,,,
TIG009_214823,LG5_LG11,2.272727273,TIG009,214823,214823,0.214823,,,,
TIG009_216202,LG5_LG11,2.272727273,TIG009,216202,216202,0.216202,,,,
TIG009_216214,LG5_LG11,2.272727273,TIG009,216214,216214,0.216214,,,,
TIG009_216220,LG5_LG11,2.272727273,TIG009,216220,216220,0.21622,,,,
TIG009_216257,LG5_LG11,2.272727273,TIG009,216257,216257,0.216257,,,,
TIG009_216287,LG5_LG11,2.272727273,TIG009,216287,216287,0.216287,,,,
TIG009_216325,LG5_LG11,2.272727273,TIG009,216325,216325,0.216325,,,,
TIG009_216335,LG5_LG11,2.272727273,TIG009,216335,216335,0.216335,,,,
TIG009_216425,LG5_LG11,2.272727273,TIG009,216425,216425,0.216425,,,,
TIG009_216437,LG5_LG11,2.272727273,TIG009,216437,216437,0.216437,,,,
TIG009_216445,LG5_LG11,2.272727273,TIG009,216445,216445,0.216445,,,,
TIG009_243420,LG5_LG11,3.409090909,TIG009,243420,243420,0.24342,,,,
TIG009_243431,LG5_LG11,3.409090909,TIG009,243431,243431,0.243431,,,,
TIG009_243455,LG5_LG11,3.409090909,TIG009,243455,243455,0.243455,,,,
TIG009_255651,LG5_LG11,3.409090909,TIG009,255651,255651,0.255651,,,,
TIG009_255749,LG5_LG11,3.409090909,TIG009,255749,255749,0.255749,,,,
TIG009_255768,LG5_LG11,3.409090909,TIG009,255768,255768,0.255768,,,,
TIG009_255797,LG5_LG11,3.409090909,TIG009,255797,255797,0.255797,,,,
TIG009_255839,LG5_LG11,3.409090909,TIG009,255839,255839,0.255839,,,,
TIG009_255888,LG5_LG11,3.409090909,TIG009,255888,255888,0.255888,,,,
TIG009_255889,LG5_LG11,3.409090909,TIG009,255889,255889,0.255889,,,,
TIG009_255942,LG5_LG11,3.409090909,TIG009,255942,255942,0.255942,,,,
TIG009_294001,LG5_LG11,3.409090909,TIG009,294001,294001,0.294001,,,,
TIG009_307138,LG5_LG11,3.409090909,TIG009,307138,307138,0.307138,,,,
TIG009_307154,LG5_LG11,3.409090909,TIG009,307154,307154,0.307154,,,,
TIG009_313406,LG5_LG11,3.409090909,TIG009,313406,313406,0.313406,,,,
TIG009_314149,LG5_LG11,3.409090909,TIG009,314149,314149,0.314149,,,,
TIG009_353307,LG5_LG11,3.409090909,TIG009,353307,353307,0.353307,,,,
TIG009_361217,LG5_LG11,3.409090909,TIG009,361217,361217,0.361217,,,,
TIG009_361281,LG5_LG11,3.409090909,TIG009,361281,361281,0.361281,,,,
TIG009_361323,LG5_LG11,3.409090909,TIG009,361323,361323,0.361323,,,,
TIG009_361449,LG5_LG11,3.409090909,TIG009,361449,361449,0.361449,,,,
TIG009_382901,LG5_LG11,3.409090909,TIG009,382901,382901,0.382901,,,,
TIG009_382914,LG5_LG11,3.409090909,TIG009,382914,382914,0.382914,,,,
TIG009_416682,LG5_LG11,3.409090909,TIG009,416682,416682,0.416682,,,,
TIG009_447376,LG5_LG11,3.409090909,TIG009,447376,447376,0.447376,,,,
TIG009_447633,LG5_LG11,3.409090909,TIG009,447633,447633,0.447633,,,,
TIG009_451850,LG5_LG11,3.409090909,TIG009,451850,451850,0.45185,,,,
TIG009_451867,LG5_LG11,3.409090909,TIG009,451867,451867,0.451867,,,,
TIG009_451887,LG5_LG11,3.409090909,TIG009,451887,451887,0.451887,,,,
TIG009_451900,LG5_LG11,3.409090909,TIG009,451900,451900,0.4519,,,,
TIG009_451910,LG5_LG11,3.409090909,TIG009,451910,451910,0.45191,,,,
TIG009_459812,LG5_LG11,3.409090909,TIG009,459812,459812,0.459812,,,,
TIG009_459893,LG5_LG11,3.409090909,TIG009,459893,459893,0.459893,,,,
TIG009_518703,LG5_LG11,3.409090909,TIG009,518703,518703,0.518703,,,,
TIG009_536114,LG5_LG11,3.409090909,TIG009,536114,536114,0.536114,,,,
TIG009_536131,LG5_LG11,3.409090909,TIG009,536131,536131,0.536131,,,,
TIG009_555221,LG5_LG11,3.409090909,TIG009,555221,555221,0.555221,,,,
TIG009_592299,LG5_LG11,3.409090909,TIG009,592299,592299,0.592299,,,,
TIG009_641033,LG5_LG11,3.409090909,TIG009,641033,641033,0.641033,,,,
TIG009_641052,LG5_LG11,3.409090909,TIG009,641052,641052,0.641052,,,,
TIG009_641053,LG5_LG11,3.409090909,TIG009,641053,641053,0.641053,,,,
TIG009_653362,LG5_LG11,3.409090909,TIG009,653362,653362,0.653362,,,,
TIG009_661849,LG5_LG11,3.409090909,TIG009,661849,661849,0.661849,,,,
TIG009_824054,LG5_LG11,12.5,TIG009,824054,824054,0.824054,,,,
TIG009_828424,LG5_LG11,12.5,TIG009,828424,828424,0.828424,,,,
TIG009_941471,LG5_LG11,12.5,TIG009,941471,941471,0.941471,,,,
TIG009_1051621,LG5_LG11,26.13636364,TIG009,1051621,1051621,1.051621,,,,
TIG009_1051650,LG5_LG11,26.13636364,TIG009,1051650,1051650,1.05165,,,,
TIG009_1051777,LG5_LG11,26.13636364,TIG009,1051777,1051777,1.051777,,,,
TIG009_1051785,LG5_LG11,26.13636364,TIG009,1051785,1051785,1.051785,,,,
TIG009_1108500,LG5_LG11,26.13636364,TIG009,1108500,1108500,1.1085,,,,
TIG009_1108559,LG5_LG11,26.13636364,TIG009,1108559,1108559,1.108559,,,,
TIG009_1108700,LG5_LG11,26.13636364,TIG009,1108700,1108700,1.1087,,,,
TIG009_1108723,LG5_LG11,26.13636364,TIG009,1108723,1108723,1.108723,,,,
TIG009_1108753,LG5_LG11,26.13636364,TIG009,1108753,1108753,1.108753,,,,
TIG009_1124869,LG5_LG11,26.13636364,TIG009,1124869,1124869,1.124869,,,,
TIG009_1129523,LG5_LG11,26.13636364,TIG009,1129523,1129523,1.129523,,,,
TIG009_1129539,LG5_LG11,26.13636364,TIG009,1129539,1129539,1.129539,,,,
TIG009_1129549,LG5_LG11,26.13636364,TIG009,1129549,1129549,1.129549,,,,
TIG009_1129883,LG5_LG11,26.13636364,TIG009,1129883,1129883,1.129883,,,,
TIG009_1129890,LG5_LG11,26.13636364,TIG009,1129890,1129890,1.12989,,,,
TIG009_1129912,LG5_LG11,26.13636364,TIG009,1129912,1129912,1.129912,,,,
TIG009_1129925,LG5_LG11,26.13636364,TIG009,1129925,1129925,1.129925,,,,
TIG009_1391863,LG5_LG11,26.13636364,TIG009,1391863,1391863,1.391863,,,,
TIG009_1466135,LG5_LG11,26.13636364,TIG009,1466135,1466135,1.466135,,,,
TIG009_1555497,LG5_LG11,27.27272727,TIG009,1555497,1555497,1.555497,,,,
TIG009_1555509,LG5_LG11,27.27272727,TIG009,1555509,1555509,1.555509,,,,
TIG009_1555545,LG5_LG11,27.27272727,TIG009,1555545,1555545,1.555545,,,,
TIG009_1555650,LG5_LG11,27.27272727,TIG009,1555650,1555650,1.55565,,,,
TIG009_1555659,LG5_LG11,27.27272727,TIG009,1555659,1555659,1.555659,,,,
TIG009_1583737,LG5_LG11,27.27272727,TIG009,1583737,1583737,1.583737,,,,
TIG009_1877847,LG5_LG11,31.81818182,TIG009,1877847,1877847,1.877847,,,,
TIG009_1899615,LG5_LG11,31.81818182,TIG009,1899615,1899615,1.899615,,,,
TIG009_1920357,LG5_LG11,31.81818182,TIG009,1920357,1920357,1.920357,,,,
TIG009_1932823,LG5_LG11,31.81818182,TIG009,1932823,1932823,1.932823,,,,
TIG009_1980916,LG5_LG11,31.81818182,TIG009,1980916,1980916,1.980916,,,,
TIG009_2012439,LG5_LG11,32.95454545,TIG009,2012439,2012439,2.012439,,,,
TIG009_2012557,LG5_LG11,32.95454545,TIG009,2012557,2012557,2.012557,,,,
TIG009_2012675,LG5_LG11,32.95454545,TIG009,2012675,2012675,2.012675,,,,
TIG009_2012733,LG5_LG11,32.95454545,TIG009,2012733,2012733,2.012733,,,,
TIG009_2013061,LG5_LG11,32.95454545,TIG009,2013061,2013061,2.013061,,,,
TIG009_2048606,LG5_LG11,32.95454545,TIG009,2048606,2048606,2.048606,,,,
TIG009_2048610,LG5_LG11,32.95454545,TIG009,2048610,2048610,2.04861,,,,
TIG009_2048611,LG5_LG11,32.95454545,TIG009,2048611,2048611,2.048611,,,,
TIG009_2073146,LG5_LG11,32.95454545,TIG009,2073146,2073146,2.073146,,,,
TIG009_2075389,LG5_LG11,32.95454545,TIG009,2075389,2075389,2.075389,,,,
TIG009_2082884,LG5_LG11,32.95454545,TIG009,2082884,2082884,2.082884,,,,
TIG009_2103806,LG5_LG11,32.95454545,TIG009,2103806,2103806,2.103806,,,,
TIG009_2120868,LG5_LG11,32.95454545,TIG009,2120868,2120868,2.120868,,,,
TIG009_2120932,LG5_LG11,32.95454545,TIG009,2120932,2120932,2.120932,,,,
TIG009_2123436,LG5_LG11,32.95454545,TIG009,2123436,2123436,2.123436,,,,
TIG009_2123472,LG5_LG11,32.95454545,TIG009,2123472,2123472,2.123472,,,,
TIG009_2123486,LG5_LG11,32.95454545,TIG009,2123486,2123486,2.123486,,,,
TIG009_2123498,LG5_LG11,32.95454545,TIG009,2123498,2123498,2.123498,,,,
TIG009_2123527,LG5_LG11,32.95454545,TIG009,2123527,2123527,2.123527,,,,
TIG009_2147252,LG5_LG11,32.95454545,TIG009,2147252,2147252,2.147252,,,,
TIG009_2147259,LG5_LG11,32.95454545,TIG009,2147259,2147259,2.147259,,,,
TIG009_2147275,LG5_LG11,32.95454545,TIG009,2147275,2147275,2.147275,,,,
TIG009_2147285,LG5_LG11,32.95454545,TIG009,2147285,2147285,2.147285,,,,
TIG009_2147328,LG5_LG11,32.95454545,TIG009,2147328,2147328,2.147328,,,,
TIG009_2147404,LG5_LG11,32.95454545,TIG009,2147404,2147404,2.147404,,,,
TIG009_2147409,LG5_LG11,32.95454545,TIG009,2147409,2147409,2.147409,,,,
TIG009_2147426,LG5_LG11,32.95454545,TIG009,2147426,2147426,2.147426,,,,
TIG009_2150553,LG5_LG11,32.95454545,TIG009,2150553,2150553,2.150553,,,,
TIG009_2171498,LG5_LG11,32.95454545,TIG009,2171498,2171498,2.171498,,,,
TIG009_2171513,LG5_LG11,32.95454545,TIG009,2171513,2171513,2.171513,,,,
TIG009_2174592,LG5_LG11,32.95454545,TIG009,2174592,2174592,2.174592,,,,
TIG009_2181294,LG5_LG11,32.95454545,TIG009,2181294,2181294,2.181294,,,,
TIG009_2181316,LG5_LG11,32.95454545,TIG009,2181316,2181316,2.181316,,,,
TIG009_2181339,LG5_LG11,32.95454545,TIG009,2181339,2181339,2.181339,,,,
TIG009_2189637,LG5_LG11,32.95454545,TIG009,2189637,2189637,2.189637,,,,
TIG009_2192431,LG5_LG11,32.95454545,TIG009,2192431,2192431,2.192431,,,,
TIG009_2192449,LG5_LG11,32.95454545,TIG009,2192449,2192449,2.192449,,,,
TIG009_2311966,LG5_LG11,32.95454545,TIG009,2311966,2311966,2.311966,,,,
TIG009_2312253,LG5_LG11,32.95454545,TIG009,2312253,2312253,2.312253,,,,
TIG009_2513712,LG5_LG11,51.13636364,TIG009,2513712,2513712,2.513712,,,,
TIG009_2513887,LG5_LG11,51.13636364,TIG009,2513887,2513887,2.513887,,,,
TIG009_2514130,LG5_LG11,51.13636364,TIG009,2514130,2514130,2.51413,,,,
TIG009_2537821,LG5_LG11,51.13636364,TIG009,2537821,2537821,2.537821,,,,
TIG009_2537881,LG5_LG11,51.13636364,TIG009,2537881,2537881,2.537881,,,,
TIG009_2538030,LG5_LG11,51.13636364,TIG009,2538030,2538030,2.53803,,,,
TIG009_2538155,LG5_LG11,51.13636364,TIG009,2538155,2538155,2.538155,,,,
TIG009_2538261,LG5_LG11,51.13636364,TIG009,2538261,2538261,2.538261,,,,
TIG009_2538283,LG5_LG11,51.13636364,TIG009,2538283,2538283,2.538283,,,,
TIG009_2541591,LG5_LG11,51.13636364,TIG009,2541591,2541591,2.541591,,,,
TIG009_2541628,LG5_LG11,51.13636364,TIG009,2541628,2541628,2.541628,,,,
TIG009_2541643,LG5_LG11,51.13636364,TIG009,2541643,2541643,2.541643,,,,
TIG009_2541657,LG5_LG11,51.13636364,TIG009,2541657,2541657,2.541657,,,,
TIG009_2541741,LG5_LG11,51.13636364,TIG009,2541741,2541741,2.541741,,,,
TIG009_2541852,LG5_LG11,51.13636364,TIG009,2541852,2541852,2.541852,,,,
TIG009_2548639,LG5_LG11,51.13636364,TIG009,2548639,2548639,2.548639,,,,
TIG009_2548701,LG5_LG11,51.13636364,TIG009,2548701,2548701,2.548701,,,,
TIG009_2557372,LG5_LG11,51.13636364,TIG009,2557372,2557372,2.557372,,,,
TIG009_2557375,LG5_LG11,51.13636364,TIG009,2557375,2557375,2.557375,,,,
TIG009_2557383,LG5_LG11,51.13636364,TIG009,2557383,2557383,2.557383,,,,
TIG009_2557400,LG5_LG11,51.13636364,TIG009,2557400,2557400,2.5574,,,,
TIG009_2610075,LG5_LG11,51.13636364,TIG009,2610075,2610075,2.610075,,,,
ENDOFTIG,LG5_LG11,NA,TIG009,0,2653625,2.653625,,,,
TIG049_1062754,LG5_LG11,52.27272727,TIG049,1062754,2777557,2.777557,,,,
TIG049_1061691,LG5_LG11,52.27272727,TIG049,1061691,2778620,2.77862,,,,
TIG049_989466,LG5_LG11,52.27272727,TIG049,989466,2850845,2.850845,,,,
TIG049_985514,LG5_LG11,52.27272727,TIG049,985514,2854797,2.854797,,,,
TIG049_982654,LG5_LG11,52.27272727,TIG049,982654,2857657,2.857657,,,,
TIG049_975175,LG5_LG11,52.27272727,TIG049,975175,2865136,2.865136,,,,
TIG049_874136,LG5_LG11,52.27272727,TIG049,874136,2966175,2.966175,,,,
TIG049_857700,LG5_LG11,52.27272727,TIG049,857700,2982611,2.982611,,,,
TIG049_810641,LG5_LG11,53.40909091,TIG049,810641,3029670,3.02967,,,,
TIG049_796701,LG5_LG11,53.40909091,TIG049,796701,3043610,3.04361,,,,
TIG049_327036,LG5_LG11,88.63636364,TIG049,327036,3513275,3.513275,,,,
TIG049_301498,LG5_LG11,88.63636364,TIG049,301498,3538813,3.538813,,,,
TIG049_146598,LG5_LG11,88.63636364,TIG049,146598,3693713,3.693713,,,,
TIG049_146582,LG5_LG11,88.63636364,TIG049,146582,3693729,3.693729,,,,
TIG049_146427,LG5_LG11,88.63636364,TIG049,146427,3693884,3.693884,,,,
TIG049_117453,LG5_LG11,88.63636364,TIG049,117453,3722858,3.722858,,,,
TIG049_90847,LG5_LG11,88.63636364,TIG049,90847,3749464,3.749464,,,,
TIG049_90821,LG5_LG11,88.63636364,TIG049,90821,3749490,3.74949,,,,
TIG049_90601,LG5_LG11,88.63636364,TIG049,90601,3749710,3.74971,,,,
TIG049_23859,LG5_LG11,89.77272727,TIG049,23859,3816452,3.816452,,,,
ENDOFTIG,LG5_LG11,,TIG049,0,3840311,3.840311,,,,
TIG031_908341,LG5_LG11,94.31818182,TIG031,908341,3912136,3.912136,,,,
TIG031_777170,LG5_LG11,95.45454545,TIG031,777170,4043307,4.043307,,,,
TIG031_777050,LG5_LG11,95.45454545,TIG031,777050,4043427,4.043427,,,,
TIG031_777013,LG5_LG11,95.45454545,TIG031,777013,4043464,4.043464,,,,
TIG031_765939,LG5_LG11,95.45454545,TIG031,765939,4054538,4.054538,,,,
TIG031_753066,LG5_LG11,95.45454545,TIG031,753066,4067411,4.067411,,,,
TIG031_738344,LG5_LG11,95.45454545,TIG031,738344,4082133,4.082133,,,,
TIG031_738313,LG5_LG11,95.45454545,TIG031,738313,4082164,4.082164,,,,
TIG031_687832,LG5_LG11,95.45454545,TIG031,687832,4132645,4.132645,,,,
TIG031_687810,LG5_LG11,95.45454545,TIG031,687810,4132667,4.132667,,,,
TIG031_687793,LG5_LG11,95.45454545,TIG031,687793,4132684,4.132684,,,,
TIG031_644109,LG5_LG11,95.45454545,TIG031,644109,4176368,4.176368,,,,
TIG031_633147,LG5_LG11,95.45454545,TIG031,633147,4187330,4.18733,,,,
TIG031_632894,LG5_LG11,95.45454545,TIG031,632894,4187583,4.187583,,,,
TIG031_632881,LG5_LG11,95.45454545,TIG031,632881,4187596,4.187596,,,,
TIG031_623305,LG5_LG11,95.45454545,TIG031,623305,4197172,4.197172,,,,
TIG031_551765,LG5_LG11,95.45454545,TIG031,551765,4268712,4.268712,,,,
TIG031_551659,LG5_LG11,95.45454545,TIG031,551659,4268818,4.268818,,,,
TIG031_551639,LG5_LG11,95.45454545,TIG031,551639,4268838,4.268838,,,,
TIG031_551638,LG5_LG11,95.45454545,TIG031,551638,4268839,4.268839,,,,
TIG031_551632,LG5_LG11,95.45454545,TIG031,551632,4268845,4.268845,,,,
TIG031_551573,LG5_LG11,95.45454545,TIG031,551573,4268904,4.268904,,,,
TIG031_551568,LG5_LG11,95.45454545,TIG031,551568,4268909,4.268909,,,,
TIG031_534115,LG5_LG11,95.45454545,TIG031,534115,4286362,4.286362,,,,
TIG031_534095,LG5_LG11,95.45454545,TIG031,534095,4286382,4.286382,,,,
TIG031_524863,LG5_LG11,95.45454545,TIG031,524863,4295614,4.295614,,,,
TIG031_524812,LG5_LG11,95.45454545,TIG031,524812,4295665,4.295665,,,,
TIG031_524805,LG5_LG11,95.45454545,TIG031,524805,4295672,4.295672,,,,
TIG031_524796,LG5_LG11,95.45454545,TIG031,524796,4295681,4.295681,,,,
TIG031_524790,LG5_LG11,95.45454545,TIG031,524790,4295687,4.295687,,,,
TIG031_47823,LG5_LG11,98.86363636,TIG031,47823,4772654,4.772654,,,,
TIG031_23557,LG5_LG11,98.86363636,TIG031,23557,4796920,4.79692,,,,
TIG031_23477,LG5_LG11,98.86363636,TIG031,23477,4797000,4.797,,,,
ENDOFTIG,LG5_LG11,NA,TIG031,0,4820477,4.820477,,,,
TIG051_4831,LG5_LG11,98.86363636,TIG051,4831,4825308,4.825308,,,,
TIG051_107922,LG5_LG11,98.86363636,TIG051,107922,4928399,4.928399,,,,
TIG051_107931,LG5_LG11,98.86363636,TIG051,107931,4928408,4.928408,,,,
TIG051_244525,LG5_LG11,98.86363636,TIG051,244525,5065002,5.065002,,,,
TIG051_244543,LG5_LG11,98.86363636,TIG051,244543,5065020,5.06502,,,,
TIG051_261249,LG5_LG11,98.86363636,TIG051,261249,5081726,5.081726,,,,
TIG051_261273,LG5_LG11,98.86363636,TIG051,261273,5081750,5.08175,,,,
TIG051_261328,LG5_LG11,98.86363636,TIG051,261328,5081805,5.081805,,,,
TIG051_261340,LG5_LG11,98.86363636,TIG051,261340,5081817,5.081817,,,,
TIG051_261356,LG5_LG11,98.86363636,TIG051,261356,5081833,5.081833,,,,
TIG051_277402,LG5_LG11,98.86363636,TIG051,277402,5097879,5.097879,,,,
TIG051_277512,LG5_LG11,98.86363636,TIG051,277512,5097989,5.097989,,,,
TIG051_308252,LG5_LG11,98.86363636,TIG051,308252,5128729,5.128729,,,,
TIG051_308258,LG5_LG11,98.86363636,TIG051,308258,5128735,5.128735,,,,
TIG051_308275,LG5_LG11,98.86363636,TIG051,308275,5128752,5.128752,,,,
TIG051_557052,LG5_LG11,98.86363636,TIG051,557052,5377529,5.377529,,,,
TIG051_557074,LG5_LG11,98.86363636,TIG051,557074,5377551,5.377551,,,,
TIG051_557092,LG5_LG11,98.86363636,TIG051,557092,5377569,5.377569,,,,
TIG051_622639,LG5_LG11,98.86363636,TIG051,622639,5443116,5.443116,,,,
TIG051_622645,LG5_LG11,98.86363636,TIG051,622645,5443122,5.443122,,,,
TIG051_622692,LG5_LG11,98.86363636,TIG051,622692,5443169,5.443169,,,,
TIG051_622869,LG5_LG11,98.86363636,TIG051,622869,5443346,5.443346,,,,
TIG051_622906,LG5_LG11,98.86363636,TIG051,622906,5443383,5.443383,,,,
TIG051_622964,LG5_LG11,98.86363636,TIG051,622964,5443441,5.443441,,,,
TIG051_627235,LG5_LG11,98.86363636,TIG051,627235,5447712,5.447712,,,,
TIG051_627276,LG5_LG11,98.86363636,TIG051,627276,5447753,5.447753,,,,
TIG051_768020,LG5_LG11,98.86363636,TIG051,768020,5588497,5.588497,,,,
TIG051_832385,LG5_LG11,98.86363636,TIG051,832385,5652862,5.652862,,,,
TIG051_832391,LG5_LG11,98.86363636,TIG051,832391,5652868,5.652868,,,,
TIG051_832456,LG5_LG11,98.86363636,TIG051,832456,5652933,5.652933,,,,
TIG051_899834,LG5_LG11,98.86363636,TIG051,899834,5720311,5.720311,,,,
ENDOFTIG,LG5_LG11,NA,TIG051,0,5800836,5.800836,,,,
TIG012_18068,LG6,0,TIG012,18068,18068,0.018068,,,,
TIG012_18143,LG6,0,TIG012,18143,18143,0.018143,,,,
TIG012_18205,LG6,0,TIG012,18205,18205,0.018205,,,,
TIG012_74266,LG6,0,TIG012,74266,74266,0.074266,,,,
TIG012_74271,LG6,0,TIG012,74271,74271,0.074271,,,,
TIG012_98571,LG6,0,TIG012,98571,98571,0.098571,,,,
TIG012_98615,LG6,0,TIG012,98615,98615,0.098615,,,,
TIG012_98627,LG6,0,TIG012,98627,98627,0.098627,,,,
TIG012_130117,LG6,0,TIG012,130117,130117,0.130117,,,,
TIG012_130164,LG6,0,TIG012,130164,130164,0.130164,,,,
TIG012_130168,LG6,0,TIG012,130168,130168,0.130168,,,,
TIG012_185616,LG6,0,TIG012,185616,185616,0.185616,,,,
TIG012_185636,LG6,0,TIG012,185636,185636,0.185636,,,,
TIG012_185740,LG6,0,TIG012,185740,185740,0.18574,,,,
TIG012_185747,LG6,0,TIG012,185747,185747,0.185747,,,,
TIG012_185868,LG6,0,TIG012,185868,185868,0.185868,,,,
TIG012_187995,LG6,0,TIG012,187995,187995,0.187995,,,,
TIG012_188028,LG6,0,TIG012,188028,188028,0.188028,,,,
TIG012_188029,LG6,0,TIG012,188029,188029,0.188029,,,,
TIG012_188122,LG6,0,TIG012,188122,188122,0.188122,,,,
TIG012_188137,LG6,0,TIG012,188137,188137,0.188137,,,,
TIG012_188140,LG6,0,TIG012,188140,188140,0.18814,,,,
TIG012_188148,LG6,0,TIG012,188148,188148,0.188148,,,,
TIG012_212751,LG6,0,TIG012,212751,212751,0.212751,,,,
TIG012_212768,LG6,0,TIG012,212768,212768,0.212768,,,,
TIG012_212776,LG6,0,TIG012,212776,212776,0.212776,,,,
TIG012_212777,LG6,0,TIG012,212777,212777,0.212777,,,,
TIG012_212785,LG6,0,TIG012,212785,212785,0.212785,,,,
TIG012_212798,LG6,0,TIG012,212798,212798,0.212798,,,,
TIG012_212807,LG6,0,TIG012,212807,212807,0.212807,,,,
TIG012_212819,LG6,0,TIG012,212819,212819,0.212819,,,,
TIG012_212856,LG6,0,TIG012,212856,212856,0.212856,,,,
TIG012_212882,LG6,0,TIG012,212882,212882,0.212882,,,,
TIG012_212914,LG6,0,TIG012,212914,212914,0.212914,,,,
TIG012_233167,LG6,0,TIG012,233167,233167,0.233167,,,,
TIG012_233256,LG6,0,TIG012,233256,233256,0.233256,,,,
TIG012_233260,LG6,0,TIG012,233260,233260,0.23326,,,,
TIG012_261541,LG6,0,TIG012,261541,261541,0.261541,,,,
TIG012_261552,LG6,0,TIG012,261552,261552,0.261552,,,,
TIG012_262401,LG6,0,TIG012,262401,262401,0.262401,,,,
TIG012_262411,LG6,0,TIG012,262411,262411,0.262411,,,,
TIG012_262422,LG6,0,TIG012,262422,262422,0.262422,,,,
TIG012_262542,LG6,0,TIG012,262542,262542,0.262542,,,,
TIG012_262560,LG6,0,TIG012,262560,262560,0.26256,,,,
TIG012_262603,LG6,0,TIG012,262603,262603,0.262603,,,,
TIG012_316378,LG6,18.18181818,TIG012,316378,316378,0.316378,,,,
TIG012_316626,LG6,20.45454545,TIG012,316626,316626,0.316626,,,,
TIG012_326816,LG6,20.45454545,TIG012,326816,326816,0.326816,,,,
TIG012_338705,LG6,21.59090909,TIG012,338705,338705,0.338705,,,,
TIG012_338751,LG6,21.59090909,TIG012,338751,338751,0.338751,,,,
TIG012_349794,LG6,21.59090909,TIG012,349794,349794,0.349794,,,,
TIG012_373614,LG6,22.72727273,TIG012,373614,373614,0.373614,,,,
TIG012_373659,LG6,22.72727273,TIG012,373659,373659,0.373659,,,,
TIG012_376570,LG6,22.72727273,TIG012,376570,376570,0.37657,,,,
TIG012_400508,LG6,22.72727273,TIG012,400508,400508,0.400508,,,,
TIG012_400736,LG6,22.72727273,TIG012,400736,400736,0.400736,,,,
TIG012_419094,LG6,22.72727273,TIG012,419094,419094,0.419094,,,,
TIG012_529747,LG6,22.72727273,TIG012,529747,529747,0.529747,,,,
TIG012_544806,LG6,22.72727273,TIG012,544806,544806,0.544806,,,,
TIG012_587528,LG6,23.86363636,TIG012,587528,587528,0.587528,,,,
TIG012_587832,LG6,23.86363636,TIG012,587832,587832,0.587832,,,,
TIG012_605288,LG6,23.86363636,TIG012,605288,605288,0.605288,,,,
TIG012_605388,LG6,23.86363636,TIG012,605388,605388,0.605388,,,,
TIG012_635693,LG6,23.86363636,TIG012,635693,635693,0.635693,,,,
TIG012_635796,LG6,23.86363636,TIG012,635796,635796,0.635796,,,,
TIG012_658864,LG6,23.86363636,TIG012,658864,658864,0.658864,,,,
TIG012_711656,LG6,23.86363636,TIG012,711656,711656,0.711656,,,,
TIG012_713784,LG6,23.86363636,TIG012,713784,713784,0.713784,,,,
TIG012_713858,LG6,23.86363636,TIG012,713858,713858,0.713858,,,,
TIG012_713865,LG6,23.86363636,TIG012,713865,713865,0.713865,,,,
TIG012_1161201,LG6,23.86363636,TIG012,1161201,1161201,1.161201,,,,
TIG012_1174321,LG6,23.86363636,TIG012,1174321,1174321,1.174321,,,,
TIG012_1174331,LG6,23.86363636,TIG012,1174331,1174331,1.174331,,,,
TIG012_1174337,LG6,23.86363636,TIG012,1174337,1174337,1.174337,,,,
