N,marker1,marker2,TIG_marker1,position in bp_marker1,markerdist,genetic_distance,LG
0,TIG009_451867,TIG009_451887,TIG009,451867,20,0,LG5_LG11
0,TIG009_451887,TIG009_451900,TIG009,451887,13,0,LG5_LG11
0,TIG009_451900,TIG009_451910,TIG009,451900,10,0,LG5_LG11
0,TIG009_451910,TIG009_459812,TIG009,451910,7902,0,LG5_LG11
0,TIG009_459812,TIG009_459893,TIG009,459812,81,0,LG5_LG11
0,TIG009_459893,TIG009_518703,TIG009,459893,58810,0,LG5_LG11
0,TIG009_518703,TIG009_536114,TIG009,518703,17411,0,LG5_LG11
0,TIG009_536114,TIG009_536131,TIG009,536114,17,0,LG5_LG11
0,TIG009_536131,TIG009_555221,TIG009,536131,19090,0,LG5_LG11
0,TIG009_555221,TIG009_592299,TIG009,555221,37078,0,LG5_LG11
0,TIG009_592299,TIG009_641033,TIG009,592299,48734,0,LG5_LG11
0,TIG009_641033,TIG009_641052,TIG009,641033,19,0,LG5_LG11
0,TIG009_641052,TIG009_641053,TIG009,641052,1,0,LG5_LG11
0,TIG009_641053,TIG009_653362,TIG009,641053,12309,0,LG5_LG11
0,TIG009_653362,TIG009_661849,TIG009,653362,8487,0,LG5_LG11
8,TIG009_661849,TIG009_824054,TIG009,661849,162205,9.090909091,LG5_LG11
0,TIG009_824054,TIG009_828424,TIG009,824054,4370,0,LG5_LG11
0,TIG009_828424,TIG009_941471,TIG009,828424,113047,0,LG5_LG11
12,TIG009_941471,TIG009_1051621,TIG009,941471,110150,13.63636364,LG5_LG11
0,TIG009_1051621,TIG009_1051650,TIG009,1051621,29,0,LG5_LG11
0,TIG009_1051650,TIG009_1051777,TIG009,1051650,127,0,LG5_LG11
0,TIG009_1051777,TIG009_1051785,TIG009,1051777,8,0,LG5_LG11
0,TIG009_1051785,TIG009_1108500,TIG009,1051785,56715,0,LG5_LG11
0,TIG009_1108500,TIG009_1108559,TIG009,1108500,59,0,LG5_LG11
0,TIG009_1108559,TIG009_1108700,TIG009,1108559,141,0,LG5_LG11
0,TIG009_1108700,TIG009_1108723,TIG009,1108700,23,0,LG5_LG11
0,TIG009_1108723,TIG009_1108753,TIG009,1108723,30,0,LG5_LG11
0,TIG009_1108753,TIG009_1124869,TIG009,1108753,16116,0,LG5_LG11
0,TIG009_1124869,TIG009_1129523,TIG009,1124869,4654,0,LG5_LG11
0,TIG009_1129523,TIG009_1129539,TIG009,1129523,16,0,LG5_LG11
0,TIG009_1129539,TIG009_1129549,TIG009,1129539,10,0,LG5_LG11
0,TIG009_1129549,TIG009_1129883,TIG009,1129549,334,0,LG5_LG11
0,TIG009_1129883,TIG009_1129890,TIG009,1129883,7,0,LG5_LG11
0,TIG009_1129890,TIG009_1129912,TIG009,1129890,22,0,LG5_LG11
0,TIG009_1129912,TIG009_1129925,TIG009,1129912,13,0,LG5_LG11
0,TIG009_1129925,TIG009_1391863,TIG009,1129925,261938,0,LG5_LG11
0,TIG009_1391863,TIG009_1466135,TIG009,1391863,74272,0,LG5_LG11
1,TIG009_1466135,TIG009_1555497,TIG009,1466135,89362,1.13636363,LG5_LG11
0,TIG009_1555497,TIG009_1555509,TIG009,1555497,12,0,LG5_LG11
0,TIG009_1555509,TIG009_1555545,TIG009,1555509,36,0,LG5_LG11
0,TIG009_1555545,TIG009_1555650,TIG009,1555545,105,0,LG5_LG11
0,TIG009_1555650,TIG009_1555659,TIG009,1555650,9,0,LG5_LG11
0,TIG009_1555659,TIG009_1583737,TIG009,1555659,28078,0,LG5_LG11
4,TIG009_1583737,TIG009_1877847,TIG009,1583737,294110,4.54545455,LG5_LG11
0,TIG009_1877847,TIG009_1899615,TIG009,1877847,21768,0,LG5_LG11
0,TIG009_1899615,TIG009_1920357,TIG009,1899615,20742,0,LG5_LG11
0,TIG009_1920357,TIG009_1932823,TIG009,1920357,12466,0,LG5_LG11
0,TIG009_1932823,TIG009_1980916,TIG009,1932823,48093,0,LG5_LG11
1,TIG009_1980916,TIG009_2012439,TIG009,1980916,31523,1.13636363,LG5_LG11
0,TIG009_2012439,TIG009_2012557,TIG009,2012439,118,0,LG5_LG11
0,TIG009_2012557,TIG009_2012675,TIG009,2012557,118,0,LG5_LG11
0,TIG009_2012675,TIG009_2012733,TIG009,2012675,58,0,LG5_LG11
0,TIG009_2012733,TIG009_2013061,TIG009,2012733,328,0,LG5_LG11
0,TIG009_2013061,TIG009_2048606,TIG009,2013061,35545,0,LG5_LG11
0,TIG009_2048606,TIG009_2048610,TIG009,2048606,4,0,LG5_LG11
0,TIG009_2048610,TIG009_2048611,TIG009,2048610,1,0,LG5_LG11
0,TIG009_2048611,TIG009_2073146,TIG009,2048611,24535,0,LG5_LG11
0,TIG009_2073146,TIG009_2075389,TIG009,2073146,2243,0,LG5_LG11
0,TIG009_2075389,TIG009_2082884,TIG009,2075389,7495,0,LG5_LG11
0,TIG009_2082884,TIG009_2103806,TIG009,2082884,20922,0,LG5_LG11
0,TIG009_2103806,TIG009_2120868,TIG009,2103806,17062,0,LG5_LG11
0,TIG009_2120868,TIG009_2120932,TIG009,2120868,64,0,LG5_LG11
0,TIG009_2120932,TIG009_2123436,TIG009,2120932,2504,0,LG5_LG11
0,TIG009_2123436,TIG009_2123472,TIG009,2123436,36,0,LG5_LG11
0,TIG009_2123472,TIG009_2123486,TIG009,2123472,14,0,LG5_LG11
0,TIG009_2123486,TIG009_2123498,TIG009,2123486,12,0,LG5_LG11
0,TIG009_2123498,TIG009_2123527,TIG009,2123498,29,0,LG5_LG11
0,TIG009_2123527,TIG009_2147252,TIG009,2123527,23725,0,LG5_LG11
0,TIG009_2147252,TIG009_2147259,TIG009,2147252,7,0,LG5_LG11
0,TIG009_2147259,TIG009_2147275,TIG009,2147259,16,0,LG5_LG11
0,TIG009_2147275,TIG009_2147285,TIG009,2147275,10,0,LG5_LG11
0,TIG009_2147285,TIG009_2147328,TIG009,2147285,43,0,LG5_LG11
0,TIG009_2147328,TIG009_2147404,TIG009,2147328,76,0,LG5_LG11
0,TIG009_2147404,TIG009_2147409,TIG009,2147404,5,0,LG5_LG11
0,TIG009_2147409,TIG009_2147426,TIG009,2147409,17,0,LG5_LG11
0,TIG009_2147426,TIG009_2150553,TIG009,2147426,3127,0,LG5_LG11
0,TIG009_2150553,TIG009_2171498,TIG009,2150553,20945,0,LG5_LG11
0,TIG009_2171498,TIG009_2171513,TIG009,2171498,15,0,LG5_LG11
0,TIG009_2171513,TIG009_2174592,TIG009,2171513,3079,0,LG5_LG11
0,TIG009_2174592,TIG009_2181294,TIG009,2174592,6702,0,LG5_LG11
0,TIG009_2181294,TIG009_2181316,TIG009,2181294,22,0,LG5_LG11
0,TIG009_2181316,TIG009_2181339,TIG009,2181316,23,0,LG5_LG11
0,TIG009_2181339,TIG009_2189637,TIG009,2181339,8298,0,LG5_LG11
0,TIG009_2189637,TIG009_2192431,TIG009,2189637,2794,0,LG5_LG11
0,TIG009_2192431,TIG009_2192449,TIG009,2192431,18,0,LG5_LG11
0,TIG009_2192449,TIG009_2311966,TIG009,2192449,119517,0,LG5_LG11
0,TIG009_2311966,TIG009_2312253,TIG009,2311966,287,0,LG5_LG11
16,TIG009_2312253,TIG009_2513712,TIG009,2312253,201459,18.18181819,LG5_LG11
0,TIG009_2513712,TIG009_2513887,TIG009,2513712,175,0,LG5_LG11
0,TIG009_2513887,TIG009_2514130,TIG009,2513887,243,0,LG5_LG11
0,TIG009_2514130,TIG009_2537821,TIG009,2514130,23691,0,LG5_LG11
0,TIG009_2537821,TIG009_2537881,TIG009,2537821,60,0,LG5_LG11
0,TIG009_2537881,TIG009_2538030,TIG009,2537881,149,0,LG5_LG11
0,TIG009_2538030,TIG009_2538155,TIG009,2538030,125,0,LG5_LG11
0,TIG009_2538155,TIG009_2538261,TIG009,2538155,106,0,LG5_LG11
0,TIG009_2538261,TIG009_2538283,TIG009,2538261,22,0,LG5_LG11
0,TIG009_2538283,TIG009_2541591,TIG009,2538283,3308,0,LG5_LG11
0,TIG009_2541591,TIG009_2541628,TIG009,2541591,37,0,LG5_LG11
0,TIG009_2541628,TIG009_2541643,TIG009,2541628,15,0,LG5_LG11
0,TIG009_2541643,TIG009_2541657,TIG009,2541643,14,0,LG5_LG11
0,TIG009_2541657,TIG009_2541741,TIG009,2541657,84,0,LG5_LG11
0,TIG009_2541741,TIG009_2541852,TIG009,2541741,111,0,LG5_LG11
0,TIG009_2541852,TIG009_2548639,TIG009,2541852,6787,0,LG5_LG11
0,TIG009_2548639,TIG009_2548701,TIG009,2548639,62,0,LG5_LG11
0,TIG009_2548701,TIG009_2557372,TIG009,2548701,8671,0,LG5_LG11
0,TIG009_2557372,TIG009_2557375,TIG009,2557372,3,0,LG5_LG11
0,TIG009_2557375,TIG009_2557383,TIG009,2557375,8,0,LG5_LG11
0,TIG009_2557383,TIG009_2557400,TIG009,2557383,17,0,LG5_LG11
0,TIG009_2557400,TIG009_2610075,TIG009,2557400,52675,0,LG5_LG11
0,TIG049_1062754,TIG049_1061691,TIG049,1062754,1063,0,LG5_LG11
0,TIG049_1061691,TIG049_989466,TIG049,1061691,72225,0,LG5_LG11
0,TIG049_989466,TIG049_985514,TIG049,989466,3952,0,LG5_LG11
0,TIG049_985514,TIG049_982654,TIG049,985514,2860,0,LG5_LG11
0,TIG049_982654,TIG049_975175,TIG049,982654,7479,0,LG5_LG11
0,TIG049_975175,TIG049_874136,TIG049,975175,101039,0,LG5_LG11
0,TIG049_874136,TIG049_857700,TIG049,874136,16436,0,LG5_LG11
1,TIG049_857700,TIG049_810641,TIG049,857700,47059,1.13636364,LG5_LG11
0,TIG049_810641,TIG049_796701,TIG049,810641,13940,0,LG5_LG11
31,TIG049_796701,TIG049_327036,TIG049,796701,469665,35.22727273,LG5_LG11
0,TIG049_327036,TIG049_301498,TIG049,327036,25538,0,LG5_LG11
0,TIG049_301498,TIG049_146598,TIG049,301498,154900,0,LG5_LG11
0,TIG049_146598,TIG049_146582,TIG049,146598,16,0,LG5_LG11
0,TIG049_146582,TIG049_146427,TIG049,146582,155,0,LG5_LG11
0,TIG049_146427,TIG049_117453,TIG049,146427,28974,0,LG5_LG11
0,TIG049_117453,TIG049_90847,TIG049,117453,26606,0,LG5_LG11
0,TIG049_90847,TIG049_90821,TIG049,90847,26,0,LG5_LG11
0,TIG049_90821,TIG049_90601,TIG049,90821,220,0,LG5_LG11
1,TIG049_90601,TIG049_23859,TIG049,90601,66742,1.13636363,LG5_LG11
1,TIG031_908341,TIG031_777170,TIG031,908341,131171,1.13636363,LG5_LG11
0,TIG031_777170,TIG031_777050,TIG031,777170,120,0,LG5_LG11
0,TIG031_777050,TIG031_777013,TIG031,777050,37,0,LG5_LG11
0,TIG031_777013,TIG031_765939,TIG031,777013,11074,0,LG5_LG11
0,TIG031_765939,TIG031_753066,TIG031,765939,12873,0,LG5_LG11
0,TIG031_753066,TIG031_738344,TIG031,753066,14722,0,LG5_LG11
0,TIG031_738344,TIG031_738313,TIG031,738344,31,0,LG5_LG11
0,TIG031_738313,TIG031_687832,TIG031,738313,50481,0,LG5_LG11
0,TIG031_687832,TIG031_687810,TIG031,687832,22,0,LG5_LG11
0,TIG031_687810,TIG031_687793,TIG031,687810,17,0,LG5_LG11
0,TIG031_687793,TIG031_644109,TIG031,687793,43684,0,LG5_LG11
0,TIG031_644109,TIG031_633147,TIG031,644109,10962,0,LG5_LG11
0,TIG031_633147,TIG031_632894,TIG031,633147,253,0,LG5_LG11
0,TIG031_632894,TIG031_632881,TIG031,632894,13,0,LG5_LG11
0,TIG031_632881,TIG031_623305,TIG031,632881,9576,0,LG5_LG11
0,TIG031_623305,TIG031_551765,TIG031,623305,71540,0,LG5_LG11
0,TIG031_551765,TIG031_551659,TIG031,551765,106,0,LG5_LG11
0,TIG031_551659,TIG031_551639,TIG031,551659,20,0,LG5_LG11
0,TIG031_551639,TIG031_551638,TIG031,551639,1,0,LG5_LG11
0,TIG031_551638,TIG031_551632,TIG031,551638,6,0,LG5_LG11
0,TIG031_551632,TIG031_551573,TIG031,551632,59,0,LG5_LG11
0,TIG031_551573,TIG031_551568,TIG031,551573,5,0,LG5_LG11
0,TIG031_551568,TIG031_534115,TIG031,551568,17453,0,LG5_LG11
0,TIG031_534115,TIG031_534095,TIG031,534115,20,0,LG5_LG11
0,TIG031_534095,TIG031_524863,TIG031,534095,9232,0,LG5_LG11
0,TIG031_524863,TIG031_524812,TIG031,524863,51,0,LG5_LG11
0,TIG031_524812,TIG031_524805,TIG031,524812,7,0,LG5_LG11
0,TIG031_524805,TIG031_524796,TIG031,524805,9,0,LG5_LG11
0,TIG031_524796,TIG031_524790,TIG031,524796,6,0,LG5_LG11
3,TIG031_524790,TIG031_47823,TIG031,524790,476967,3.40909091,LG5_LG11
0,TIG031_47823,TIG031_23557,TIG031,47823,24266,0,LG5_LG11
0,TIG031_23557,TIG031_23477,TIG031,23557,80,0,LG5_LG11
0,TIG051_4831,TIG051_107922,TIG051,4831,103091,0,LG5_LG11
0,TIG051_107922,TIG051_107931,TIG051,107922,9,0,LG5_LG11
0,TIG051_107931,TIG051_244525,TIG051,107931,136594,0,LG5_LG11
0,TIG051_244525,TIG051_244543,TIG051,244525,18,0,LG5_LG11
0,TIG051_244543,TIG051_261249,TIG051,244543,16706,0,LG5_LG11
0,TIG051_261249,TIG051_261273,TIG051,261249,24,0,LG5_LG11
0,TIG051_261273,TIG051_261328,TIG051,261273,55,0,LG5_LG11
0,TIG051_261328,TIG051_261340,TIG051,261328,12,0,LG5_LG11
0,TIG051_261340,TIG051_261356,TIG051,261340,16,0,LG5_LG11
0,TIG051_261356,TIG051_277402,TIG051,261356,16046,0,LG5_LG11
0,TIG051_277402,TIG051_277512,TIG051,277402,110,0,LG5_LG11
0,TIG051_277512,TIG051_308252,TIG051,277512,30740,0,LG5_LG11
0,TIG051_308252,TIG051_308258,TIG051,308252,6,0,LG5_LG11
0,TIG051_308258,TIG051_308275,TIG051,308258,17,0,LG5_LG11
0,TIG051_308275,TIG051_557052,TIG051,308275,248777,0,LG5_LG11
0,TIG051_557052,TIG051_557074,TIG051,557052,22,0,LG5_LG11
0,TIG051_557074,TIG051_557092,TIG051,557074,18,0,LG5_LG11
0,TIG051_557092,TIG051_622639,TIG051,557092,65547,0,LG5_LG11
0,TIG051_622639,TIG051_622645,TIG051,622639,6,0,LG5_LG11
0,TIG051_622645,TIG051_622692,TIG051,622645,47,0,LG5_LG11
0,TIG051_622692,TIG051_622869,TIG051,622692,177,0,LG5_LG11
0,TIG051_622869,TIG051_622906,TIG051,622869,37,0,LG5_LG11
0,TIG051_622906,TIG051_622964,TIG051,622906,58,0,LG5_LG11
0,TIG051_622964,TIG051_627235,TIG051,622964,4271,0,LG5_LG11
0,TIG051_627235,TIG051_627276,TIG051,627235,41,0,LG5_LG11
0,TIG051_627276,TIG051_768020,TIG051,627276,140744,0,LG5_LG11
0,TIG051_768020,TIG051_832385,TIG051,768020,64365,0,LG5_LG11
0,TIG051_832385,TIG051_832391,TIG051,832385,6,0,LG5_LG11
0,TIG051_832391,TIG051_832456,TIG051,832391,65,0,LG5_LG11
0,TIG051_832456,TIG051_899834,TIG051,832456,67378,0,LG5_LG11
0,TIG012_18068,TIG012_18143,TIG012,18068,75,0,LG6
0,TIG012_18143,TIG012_18205,TIG012,18143,62,0,LG6
0,TIG012_18205,TIG012_74266,TIG012,18205,56061,0,LG6
0,TIG012_74266,TIG012_74271,TIG012,74266,5,0,LG6
0,TIG012_74271,TIG012_98571,TIG012,74271,24300,0,LG6
0,TIG012_98571,TIG012_98615,TIG012,98571,44,0,LG6
0,TIG012_98615,TIG012_98627,TIG012,98615,12,0,LG6
0,TIG012_98627,TIG012_130117,TIG012,98627,31490,0,LG6
0,TIG012_130117,TIG012_130164,TIG012,130117,47,0,LG6
0,TIG012_130164,TIG012_130168,TIG012,130164,4,0,LG6
0,TIG012_130168,TIG012_185616,TIG012,130168,55448,0,LG6
0,TIG012_185616,TIG012_185636,TIG012,185616,20,0,LG6
0,TIG012_185636,TIG012_185740,TIG012,185636,104,0,LG6
0,TIG012_185740,TIG012_185747,TIG012,185740,7,0,LG6
0,TIG012_185747,TIG012_185868,TIG012,185747,121,0,LG6
0,TIG012_185868,TIG012_187995,TIG012,185868,2127,0,LG6
0,TIG012_187995,TIG012_188028,TIG012,187995,33,0,LG6
0,TIG012_188028,TIG012_188029,TIG012,188028,1,0,LG6
0,TIG012_188029,TIG012_188122,TIG012,188029,93,0,LG6
0,TIG012_188122,TIG012_188137,TIG012,188122,15,0,LG6
0,TIG012_188137,TIG012_188140,TIG012,188137,3,0,LG6
0,TIG012_188140,TIG012_188148,TIG012,188140,8,0,LG6
0,TIG012_188148,TIG012_212751,TIG012,188148,24603,0,LG6
0,TIG012_212751,TIG012_212768,TIG012,212751,17,0,LG6
0,TIG012_212768,TIG012_212776,TIG012,212768,8,0,LG6
0,TIG012_212776,TIG012_212777,TIG012,212776,1,0,LG6
0,TIG012_212777,TIG012_212785,TIG012,212777,8,0,LG6
0,TIG012_212785,TIG012_212798,TIG012,212785,13,0,LG6
0,TIG012_212798,TIG012_212807,TIG012,212798,9,0,LG6
0,TIG012_212807,TIG012_212819,TIG012,212807,12,0,LG6
0,TIG012_212819,TIG012_212856,TIG012,212819,37,0,LG6
0,TIG012_212856,TIG012_212882,TIG012,212856,26,0,LG6
0,TIG012_212882,TIG012_212914,TIG012,212882,32,0,LG6
0,TIG012_212914,TIG012_233167,TIG012,212914,20253,0,LG6
0,TIG012_233167,TIG012_233256,TIG012,233167,89,0,LG6
0,TIG012_233256,TIG012_233260,TIG012,233256,4,0,LG6
0,TIG012_233260,TIG012_261541,TIG012,233260,28281,0,LG6
0,TIG012_261541,TIG012_261552,TIG012,261541,11,0,LG6
0,TIG012_261552,TIG012_262401,TIG012,261552,849,0,LG6
0,TIG012_262401,TIG012_262411,TIG012,262401,10,0,LG6
0,TIG012_262411,TIG012_262422,TIG012,262411,11,0,LG6
0,TIG012_262422,TIG012_262542,TIG012,262422,120,0,LG6
0,TIG012_262542,TIG012_262560,TIG012,262542,18,0,LG6
0,TIG012_262560,TIG012_262603,TIG012,262560,43,0,LG6
16,TIG012_262603,TIG012_316378,TIG012,262603,53775,18.18181818,LG6
2,TIG012_316378,TIG012_316626,TIG012,316378,248,2.27272727,LG6
0,TIG012_316626,TIG012_326816,TIG012,316626,10190,0,LG6
1,TIG012_326816,TIG012_338705,TIG012,326816,11889,1.13636364,LG6
0,TIG012_338705,TIG012_338751,TIG012,338705,46,0,LG6
0,TIG012_338751,TIG012_349794,TIG012,338751,11043,0,LG6
1,TIG012_349794,TIG012_373614,TIG012,349794,23820,1.13636364,LG6
0,TIG012_373614,TIG012_373659,TIG012,373614,45,0,LG6
0,TIG012_373659,TIG012_376570,TIG012,373659,2911,0,LG6
0,TIG012_376570,TIG012_400508,TIG012,376570,23938,0,LG6
0,TIG012_400508,TIG012_400736,TIG012,400508,228,0,LG6
0,TIG012_400736,TIG012_419094,TIG012,400736,18358,0,LG6
0,TIG012_419094,TIG012_529747,TIG012,419094,110653,0,LG6
0,TIG012_529747,TIG012_544806,TIG012,529747,15059,0,LG6
1,TIG012_544806,TIG012_587528,TIG012,544806,42722,1.13636363,LG6
0,TIG012_587528,TIG012_587832,TIG012,587528,304,0,LG6
0,TIG012_587832,TIG012_605288,TIG012,587832,17456,0,LG6
0,TIG012_605288,TIG012_605388,TIG012,605288,100,0,LG6
0,TIG012_605388,TIG012_635693,TIG012,605388,30305,0,LG6
0,TIG012_635693,TIG012_635796,TIG012,635693,103,0,LG6
0,TIG012_635796,TIG012_658864,TIG012,635796,23068,0,LG6
0,TIG012_658864,TIG012_711656,TIG012,658864,52792,0,LG6
0,TIG012_711656,TIG012_713784,TIG012,711656,2128,0,LG6
0,TIG012_713784,TIG012_713858,TIG012,713784,74,0,LG6
0,TIG012_713858,TIG012_713865,TIG012,713858,7,0,LG6
0,TIG012_713865,TIG012_1161201,TIG012,713865,447336,0,LG6
0,TIG012_1161201,TIG012_1174321,TIG012,1161201,13120,0,LG6
0,TIG012_1174321,TIG012_1174331,TIG012,1174321,10,0,LG6
0,TIG012_1174331,TIG012_1174337,TIG012,1174331,6,0,LG6
0,TIG012_1174337,TIG012_1174356,TIG012,1174337,19,0,LG6
0,TIG012_1174356,TIG012_1174362,TIG012,1174356,6,0,LG6
0,TIG012_1174362,TIG012_1174392,TIG012,1174362,30,0,LG6
0,TIG012_1174392,TIG012_1174401,TIG012,1174392,9,0,LG6
0,TIG012_1174401,TIG012_1174437,TIG012,1174401,36,0,LG6
1,TIG012_1174437,TIG012_1253476,TIG012,1174437,79039,1.13636364,LG6
0,TIG012_1253476,TIG012_1429570,TIG012,1253476,176094,0,LG6
0,TIG012_1429570,TIG012_1429590,TIG012,1429570,20,0,LG6
1,TIG012_1429590,TIG012_1429831,TIG012,1429590,241,1.13636364,LG6
0,TIG012_1429831,TIG012_1496881,TIG012,1429831,67050,0,LG6
0,TIG012_1496881,TIG012_1499914,TIG012,1496881,3033,0,LG6
0,TIG012_1499914,TIG012_1501776,TIG012,1499914,1862,0,LG6
0,TIG012_1501776,TIG012_1524135,TIG012,1501776,22359,0,LG6
0,TIG012_1524135,TIG012_1524898,TIG012,1524135,763,0,LG6
0,TIG012_1524898,TIG012_1525102,TIG012,1524898,204,0,LG6
0,TIG012_1525102,TIG012_1615239,TIG012,1525102,90137,0,LG6
0,TIG012_1615239,TIG012_1623748,TIG012,1615239,8509,0,LG6
0,TIG012_1623748,TIG012_1624026,TIG012,1623748,278,0,LG6
0,TIG012_1624026,TIG012_1624043,TIG012,1624026,17,0,LG6
0,TIG012_1624043,TIG012_1636398,TIG012,1624043,12355,0,LG6
2,TIG012_1636398,TIG012_1747433,TIG012,1636398,111035,2.27272727,LG6
1,TIG012_1747433,TIG012_1785421,TIG012,1747433,37988,1.13636364,LG6
0,TIG012_1785421,TIG012_1803591,TIG012,1785421,18170,0,LG6
0,TIG012_1803591,TIG012_1803647,TIG012,1803591,56,0,LG6
0,TIG012_1803647,TIG012_1803705,TIG012,1803647,58,0,LG6
0,TIG012_1803705,TIG012_1823178,TIG012,1803705,19473,0,LG6
0,TIG012_1823178,TIG012_1823211,TIG012,1823178,33,0,LG6
0,TIG012_1823211,TIG012_1823372,TIG012,1823211,161,0,LG6
0,TIG012_1823372,TIG012_1832859,TIG012,1823372,9487,0,LG6
0,TIG012_1832859,TIG012_1833165,TIG012,1832859,306,0,LG6
0,TIG012_1833165,TIG012_1833793,TIG012,1833165,628,0,LG6
0,TIG012_1833793,TIG012_1834801,TIG012,1833793,1008,0,LG6
0,TIG012_1834801,TIG012_1834819,TIG012,1834801,18,0,LG6
0,TIG012_1834819,TIG012_1834916,TIG012,1834819,97,0,LG6
0,TIG012_1834916,TIG012_1834995,TIG012,1834916,79,0,LG6
0,TIG012_1834995,TIG012_1835021,TIG012,1834995,26,0,LG6
0,TIG012_1835021,TIG012_1835024,TIG012,1835021,3,0,LG6
0,TIG012_1835024,TIG012_1835034,TIG012,1835024,10,0,LG6
0,TIG012_1835034,TIG012_1860943,TIG012,1835034,25909,0,LG6
0,TIG012_1860943,TIG012_1861031,TIG012,1860943,88,0,LG6
0,TIG012_1861031,TIG012_1861682,TIG012,1861031,651,0,LG6
0,TIG012_1861682,TIG012_1907276,TIG012,1861682,45594,0,LG6
13,TIG012_1907276,TIG012_2074641,TIG012,1907276,167365,14.77272727,LG6
0,TIG012_2074641,TIG012_2110103,TIG012,2074641,35462,0,LG6
0,TIG012_2110103,TIG012_2177118,TIG012,2110103,67015,0,LG6
0,TIG012_2177118,TIG012_2178261,TIG012,2177118,1143,0,LG6
0,TIG012_2178261,TIG012_2198695,TIG012,2178261,20434,0,LG6
0,TIG012_2198695,TIG012_2198718,TIG012,2198695,23,0,LG6
1,TIG012_2198718,TIG012_2427811,TIG012,2198718,229093,1.13636363,LG6
0,TIG012_2427811,TIG012_2427835,TIG012,2427811,24,0,LG6
0,TIG012_2427835,TIG012_2436251,TIG012,2427835,8416,0,LG6
0,TIG012_2436251,TIG012_2436265,TIG012,2436251,14,0,LG6
0,TIG012_2436265,TIG012_2437345,TIG012,2436265,1080,0,LG6
0,TIG012_2437345,TIG012_2437382,TIG012,2437345,37,0,LG6
0,TIG012_2437382,TIG012_2437876,TIG012,2437382,494,0,LG6
0,TIG012_2437876,TIG012_2437886,TIG012,2437876,10,0,LG6
0,TIG012_2437886,TIG012_2437986,TIG012,2437886,100,0,LG6
0,TIG012_2437986,TIG012_2458678,TIG012,2437986,20692,0,LG6
0,TIG012_2458678,TIG012_2462467,TIG012,2458678,3789,0,LG6
0,TIG012_2462467,TIG012_2462530,TIG012,2462467,63,0,LG6
0,TIG012_2462530,TIG012_2464000,TIG012,2462530,1470,0,LG6
0,TIG012_2464000,TIG012_2486680,TIG012,2464000,22680,0,LG6
0,TIG012_2486680,TIG012_2494474,TIG012,2486680,7794,0,LG6
0,TIG012_2494474,TIG012_2494518,TIG012,2494474,44,0,LG6
0,TIG012_2494518,TIG012_2495159,TIG012,2494518,641,0,LG6
0,TIG012_2495159,TIG012_2495176,TIG012,2495159,17,0,LG6
0,TIG012_2495176,TIG012_2558579,TIG012,2495176,63403,0,LG6
0,TIG012_2558579,TIG012_2588872,TIG012,2558579,30293,0,LG6
0,TIG012_2588872,TIG012_2588955,TIG012,2588872,83,0,LG6
0,TIG012_2588955,TIG012_2603927,TIG012,2588955,14972,0,LG6
0,TIG012_2603927,TIG012_2603936,TIG012,2603927,9,0,LG6
0,TIG012_2603936,TIG012_2604274,TIG012,2603936,338,0,LG6
0,TIG012_2604274,TIG012_2606729,TIG012,2604274,2455,0,LG6
20,TIG012_2606729,TIG012_2684943,TIG012,2606729,78214,22.72727273,LG6
0,TIG012_2684943,TIG012_2694142,TIG012,2684943,9199,0,LG6
0,TIG012_2694142,TIG012_2694176,TIG012,2694142,34,0,LG6
0,TIG012_2694176,TIG012_2698601,TIG012,2694176,4425,0,LG6
0,TIG012_2698601,TIG012_2698673,TIG012,2698601,72,0,LG6
0,TIG012_2698673,TIG012_2699859,TIG012,2698673,1186,0,LG6
0,TIG012_2699859,TIG012_2699864,TIG012,2699859,5,0,LG6
1,TIG012_2699864,TIG012_2760576,TIG012,2699864,60712,1.13636364,LG6
1,TIG012_2760576,TIG012_3011288,TIG012,2760576,250712,1.13636363,LG6
0,TIG012_3011288,TIG012_3024071,TIG012,3011288,12783,0,LG6
0,TIG012_3024071,TIG012_3035719,TIG012,3024071,11648,0,LG6
0,TIG012_3035719,TIG012_3035734,TIG012,3035719,15,0,LG6
3,TIG012_3035734,TIG012_3141516,TIG012,3035734,105782,3.40909091,LG6
0,TIG012_3141516,TIG012_3141759,TIG012,3141516,243,0,LG6
0,TIG012_3141759,TIG012_3193212,TIG012,3141759,51453,0,LG6
0,TIG012_3193212,TIG012_3209026,TIG012,3193212,15814,0,LG6
0,TIG012_3209026,TIG012_3277644,TIG012,3209026,68618,0,LG6
0,TIG012_3277644,TIG012_3348397,TIG012,3277644,70753,0,LG6
2,TIG012_3348397,TIG012_3389088,TIG012,3348397,40691,2.27272728,LG6
2,TIG012_3389088,TIG012_3440791,TIG012,3389088,51703,2.27272727,LG6
7,TIG012_3440791,TIG012_3535334,TIG012,3440791,94543,7.95454545,LG6
0,TIG012_3535334,TIG012_3535342,TIG012,3535334,8,0,LG6
1,TIG012_3535342,TIG012_3549328,TIG012,3535342,13986,1.13636364,LG6
2,TIG012_3549328,TIG012_3566489,TIG012,3549328,17161,2.27272727,LG6
0,TIG012_3566489,TIG012_3566517,TIG012,3566489,28,0,LG6
0,TIG012_3566517,TIG012_3566614,TIG012,3566517,97,0,LG6
